year,Preparation,"p(CH4), bar","p(O2), bar",p(CH4)/p(O2),"p total, bar","Contact time, s",O2 conversion,CH4 conversion,COx selectivity,C2H6 selectivity,C2H4 selectivity,C2 selectivity,C2 yield,Ag,Al,Au,B,Ba,Be,Bi,C,Ca,Cd,Ce,Co,Cr,Cs,Cu,Dy,Er,Eu,Fe,Ga,Gd,Ge,Ho,In,Ir,K,La,Li,Lu,Mg,Mn,Mo,Na,Nb,Nd,Ni,P,Pb,Pd,Pr,Pt,Rb,Re,Rh,Ru,Sb,Sc,Si,Sm,Sn,Sr,Ta,Tb,Te,Th,Ti,Tl,Tm,V,W,Y,Yb,Zn,Zr,Temperature_C
2009,n.a.,0.313398225,0.101325,3.093,0.4093,0.0257,,7.485426,,,,45.04644,3.371917932,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,10,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,879.85
2019,Impregnation,0.75,0.25,3,1,0.072,,22.33,84.1,7.2,7.9,15.1,3.37183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.53419,0,0,0,0,0,0,0,0,0,0,0,2.74558,0,0,0,0,700
2019,Precipitation,0.4,0.1,4,1,0.038058991,,5.712209,,,,58.97436,3.3687387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,675
2019,Sol-gel,0.4,0.1,4,1,0.035549236,,13.56473,,7.377049,17.396911,24.77396,3.360520784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,650
2009,n.a.,0.2123772,0.101325,2.096,0.3096,0.0257,,7.594613,,,,44.24424,3.360178803,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,10,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,879.85
1994,Impregnation,0.908999979,0.090999998,9.989010811,1.013000011,0.3,50,4,,,,84,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.29999924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.70000076,799.85
2014,n.a.,0.4,0.1,4,1,0.01497,68,12,72,,,28,3.36,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.85
1996,Precipitation,0.699999988,0.090000004,7.777778149,1.013000011,0.59,87,7.5,55.40000153,0,44.59999847,44.59999847,3.344999886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.800000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.19999695,0,0,0,749.85
2015,Sol-gel,,,4,1,0.04706199,100,12.6,73.5,18.8,7.7,26.5,3.339,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800
2014,Impregnation,0.8,0.2,4,1,1.5,,5.9,,,,56.5,3.3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.02152112,0,80.19461203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.783866855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650
2018,Impregnation,0.5,0.1,5,1,0.150154832,,10.08661,,,,33.01115,3.329705957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.650501987,0,0,0,0,0,0,0,0,0,0,4.650501987,0,4.347875897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.17718218,0,0,0,0,0,0,0,0,0,0,0,2.173937948,0,0,0,0,780
2019,Impregnation,0.75,0.25,3,1,0.072,,12.61,71.6,15.2,11.2,26.4,3.32904,0,0,0,0,0,0,0,0,9.25629,0,0,0,7.13465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.60906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
2016,n.a.,0.8,0.2,4,1,1.5,,15.44276,,,,21.4553,3.313290486,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800
2019,Impregnation,0.75,0.25,3,1,0.072,,9.62,62.9,19.3,15.1,34.4,3.30928,0,0,0,0,0,0,0,0,9.70357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.32563,0,0,0,0,0,0,0,0,0,0,0,2.6472,0,0,0,0,700
1987,Therm.decomp.,0.49000001,0.104999997,4.666666985,1.013000011,8,,17.20000076,,5.800000191,13.39999962,19.19999981,3.302400114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.799999952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0.100000001,0.100000001,0,0,0,0,549.85
2017,Sol-gel,0.666666667,0.166666667,4,1,0.36,,17.75899,81.41509,6.22642,12.35849,18.58491,3.300492308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750
1993,n.a.,0.25,0.282999992,0.883391976,1.013000011,2.4,90,22,,,,15,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729.85
2013,n.a.,0.9,0.1,9,1,2.045454545,,7.5,,17.4,26.6,44,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740
2019,Impregnation,0.75,0.25,3,1,0.072,,9.42,62.3,19.5,15.5,35,3.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.18094114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.819058861,700
2019,Impregnation,0.75,0.25,3,1,0.072,,9.31,61.9,19.5,15.9,35.4,3.29574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39551,0,0,0,0,0,0,0,0,4.79747,0,0,0,0,0,91.016,0,0,0,0,0,0,0,0,0,0,0,2.79102,0,0,0,0,700
2019,Impregnation,0.75,0.25,3,1,0.072,,10.73,61.2,17.8,12.9,30.7,3.29411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13034,0,0,0,0,0,0,0,0,0,0,4.58331,0,0,0,0,0,88.28635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
2019,Impregnation,0.673,0.16825,4,1,1.475409836,,16.56652,,,,19.82721,3.28467871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.76645505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.049589954,0,0,0,0,0,0.183954995,0,0,0,0,0,750
1995,Therm.decomp.,0.899999976,0.100000001,9,1.013000011,0.6,,16,,8,12.5,20.5,3.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5,0,0,0,0,0,43.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.85
2018,Impregnation,,,10,1,0.108333333,,4.008016,,,,81.72397515,3.27551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.05126933,0,8.757932713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.8118316,0,0,0,0,0,0,0,0,0,0,0,4.378966357,0,0,0,0,650
1990,Impregnation,0.400000006,0.079999998,5,1.013000011,0.06,62,10.10000038,,8.899999619,23.5,32.39999962,3.272400085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649.85
2019,Impregnation,0.673,0.16825,4,1,1.475409836,,14.59227,,,,22.41901,3.271442471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167809904,0,0,0,0,0,0,0,0,0,0,92.78145988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.050730214,0,0,0,0,0,0,0,0,0,0,0,650
2019,Impregnation,0.75,0.25,3,1,0.072,,10.27,65.7,18.5,13.3,31.8,3.26586,0,0,0,0,3.04082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.6954,0,0,0,0,0,0,0,0,0,0,0,2.84252,0,0,0,0,700
2009,n.a.,0.2123772,0.101325,2.096,0.3096,0.0257,,8.848838,,,,36.89189,3.264503581,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,10,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,899.85
1987,n.a.,0.5,0.100000001,5,1.013000011,0.22,,13,,,,25,3.25,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780.85
2014,Impregnation,0.4,0.1,4,1,0.012658,97,13,75,,,25,3.25,0,96.62494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671003,0,1.802705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901353,0,0,0,0,749.85
2011,Precipitation,0.416,0.084,5,1,0.25,,16.36628,,,,19.82759,3.245038897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.19827586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.80172414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550
2015,Impregnation,0.6144,0.1536,4,1,0.166933,,5,,46.35714286,18.54285714,64.9,3.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.79590206,1.062741,0,1.42757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713785,0,0,0,0,800
1986,Impregnation,0.639999986,0.078000002,8.205127716,1.013000011,0.18,91,9,64,,,36,3.24,0,0,0,0,0,0,0,0,94.80000305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.199999809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766.85
2013,Impregnation,0.8,0.2,4,1,2.045454545,,18.5,,13.2,4.3,17.5,3.2375,0,89.4244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740
1997,Therm.decomp.,0.889999986,0.109999999,8.090909004,1.013000011,0.07,,8.600000381,,,,37.59999847,3.233600012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799.85
2019,Impregnation,0.673,0.16825,4,1,1.475409836,,16.09442,,,,20.0216,3.222360395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.76645505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.049589954,0,0,0,0,0,0.183954995,0,0,0,0,0,700
1996,Precipitation,0.699999988,0.100000001,7,1.013000011,0.59,83.30000305,6.800000191,52.70000076,0,47.29999924,47.29999924,3.216400038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.29999924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.69999695,0,0,0,749.85
1994,Therm.decomp.,0.286000013,0.143000007,2,1.013000011,0.06,,12.30000019,,,,26.10000038,3.210300097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,50,729.85
1989,Impregnation,0.870000005,0.029999999,29,1.013000011,0.72,,4,,,,80,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,94.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701.85
1995,Therm.decomp.,0.899999976,0.100000001,9,1.013000011,0.6,,16,,7,13,20,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5,0,0,0,0,0,43.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,749.85
2014,Impregnation,0.4,0.1,4,1,0.01497,100,16,80,,,20,3.2,0,0,0,0,0,0,0,0,97.07464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.950243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975121,0,0,0,0,749.85
2019,Impregnation,0.75,0.25,3,1,0.072,,7.21,51.7,24.5,19.8,44.3,3.19403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7,0,6.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.063,0,0,0,0,0,0,0,0,0,0,0,3.079,0,0,0,0,700
1994,Therm.decomp.,0.286000013,0.143000007,2,1.013000011,0.06,,10.39999962,,,,30.70000076,3.192799962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.69999695,0,0,0,0,0,0,0,0,0,0,0,0,33.29999924,729.85
2013,Microemulsion,0.9,0.1,9,1,2.045454545,,8.5,,21.5,16,37.5,3.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800
1994,Impregnation,0.404000014,0.037,10.91891861,1.013000011,0.308,,6.199999809,41.70000076,10.19999981,41.20000076,51.40000057,3.186799937,0,82.69999695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.19999981,0,0,0,0,5.099999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.85
2019,Impregnation,0.673,0.16825,4,1,1.475409836,,15.53648,,,,20.47516,3.181119138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.76645505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.049589954,0,0,0,0,0,0.183954995,0,0,0,0,0,650
2017,Sol-gel,0.666666667,0.166666667,4,1,0.36,,18.20296,82.54717,7.07547,10.37736,17.45283,3.176931664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800
2014,n.a.,,,5,1,,,7.5,,17.41764706,24.88235294,42.3,3.1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,850
2019,Impregnation,0.75,0.25,3,1,0.072,,10.47,67,17,13.3,30.3,3.17241,0,0,0,0,0,0,0,0,0,0,2.98208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.75156,0,0,0,0,0,0,0,0,0,0,0,2.84424,0,0,0,0,700
2009,n.a.,0.227272727,0.090909091,2.5,1,0.959147425,,7.8,59.4,14.8,25.8,40.6,3.1668,0,0,0,0,0,0,0,0,0,0,0,44.44444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.44444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739.85
2019,Impregnation,0.75,0.25,3,1,0.072,,11.03,69.1,16.1,12.6,28.7,3.16561,0,0,0,0,0,0,0,0,0,0,0,10.17529003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.82470997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
2014,Impregnation,0.4,0.1,4,1,0.01182,12,4,21,,,79,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.031478,0,2.77115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.8118,0,0,0,1.385575,0,0,0,0,749.85
1997,Therm.decomp.,0.5,0.082999997,6.024096012,1.013000011,1,,8.899999619,64.5,4.5,31,35.5,3.159499865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,774.85
2010,n.a.,0.416,0.084,4.952380952,1,0.25,,15.98451,,,,19.7467736,3.156425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.24757595,0,0,0,0,88.75242405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599.85
2019,Impregnation,0.673,0.16825,4,1,1.475409836,,14.97854,,,,21.05832,3.154228885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.78899462,0,0,0,0,0,0.159702577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.051302801,0,0,0,0,0,0,0,0,0,0,0,550
2000,Impregnation,0.090000004,0.02,4.5,1.013000011,1.8,,15,,,0,21,3.15,0,0,0,0,0,0,0,0,1.799999952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.19999695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849.85
2019,Impregnation,0.75,0.25,3,1,0.072,,9.35,63.9,18.7,14.9,33.6,3.1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.54408864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.45591136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
2019,Impregnation,0.75,0.25,3,1,0.072,,7.66,53.9,22.2,18.7,40.9,3.13294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.74,0,5.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.755,0,0,0,0,0,0,0,0,0,0,0,2.835,0,0,0,0,700
1988,Impregnation,0.5,0.104999997,4.761905193,1.013000011,1.5,,13,,,,24,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.19999695,0,0,0,0,0,0,0,0,0,0,23.79999924,0,0,0,0,0,0,0,0,0,0,0,0,0,774.85
2019,Impregnation,0.673,0.16825,4,1,1.475409836,,15.41756,,,,20.21459,3.116596542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.95383043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.046169575,0,0,0,0,0,0,0,0,0,0,0,800
2009,n.a.,0.096157425,0.303975,0.316333333,0.1949,0.0257,,8.40938,,,,37.01799,3.112983447,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,10,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,899.85
2019,Impregnation,0.673,0.16825,4,1,1.475409836,,14.26124,,,,21.75966,3.103197336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.39110264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.092165245,0,0,0,0,0,0,0,0,0,0,0.516732112,600
2019,Impregnation,0.75,0.25,3,1,0.072,,9.83,66.1,17.9,13.6,31.5,3.09645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63575,0,0,0,0,0,0,0,0,0,0,0,87.77826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
1991,Precipitation,0.839999974,0.159999996,5.25,1.013000011,0.36,95,14.80000019,79,,,20.89999962,3.093199983,0,0,0,0,0,0,0,0,30,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739.85
2009,n.a.,0.12746685,0.303975,0.419333333,0.2258,0.0257,,11.53936,,,,26.78706,3.091055287,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,10,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,899.85
2000,Impregnation,0.5,0.100000001,5,1.013000011,0.21,14.39999962,4.199999809,,,,73.5,3.08699986,0,0,0,0,0,0,0,0,78.09999847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.89999962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699.85
2014,Impregnation,0.4,0.2,2,1,0.8,,23.7,87,,,13,3.081,0,0,0,0,0,0,0,0,43.47826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.52173913,0,724.85
1989,Impregnation,0.370000005,0.074000001,5,1.013000011,0.04,,28,,,,11,3.08,0,0,0,0,0,0,0,0,98.09999847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.899999976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769.85
2013,Sol-gel,0.533333333,0.266666667,2,1,0.18,,11.2,72.5,7.9,19.6,27.5,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.32586315,2.226142683,0,2.081420678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.32586315,0,0,0,1.040710339,0,0,0,0,724.85
2009,n.a.,0.2123772,0.101325,2.096,0.3096,0.0257,,6.174083,,,,49.80695,3.075122433,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,10,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,849.85
2019,Pechini method,0.6,0.2,3,1,0.36,100,19.8,84.5,7.9,7.6,15.5,3.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,40,0,0,0,0,0,0,0,0,800
2009,n.a.,0.096157425,0.303975,0.316333333,0.1949,0.0257,,7.296621,,,,42.05202,3.068376522,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,10,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,879.85
